Model,TargetType,SalePrice,PredictedPrice,Residual,PercentError,AbsolutePercentError,Neighborhood,OverallQual,TotalSF,HasGarage
Ridge,Log,252678,234848.84806394242,17829.151936057577,0.07056076087375068,0.07056076087375068,Somerst,7,2752,1
Lasso,Actual,252678,236452.62946270307,16225.370537296927,0.06421362578972814,0.06421362578972814,Somerst,7,2752,1
Lasso,Log,252678,232443.6203967735,20234.379603226495,0.08007970461704816,0.08007970461704816,Somerst,7,2752,1
Ridge,Actual,156000,145524.85144567763,10475.148554322368,0.06714838816873313,0.06714838816873313,CollgCr,5,1980,1
Ridge,Log,156000,145597.10957623157,10402.890423768433,0.06668519502415662,0.06668519502415662,CollgCr,5,1980,1
Lasso,Actual,156000,144055.85305102944,11944.146948970563,0.0765650445446831,0.0765650445446831,CollgCr,5,1980,1
Lasso,Log,156000,140826.4268174547,15173.573182545311,0.09726649475990584,0.09726649475990584,CollgCr,5,1980,1
Ridge,Actual,161750,145750.18098732058,15999.819012679422,0.09891696452970276,0.09891696452970276,CollgCr,6,2081,1
Ridge,Log,161750,141837.8742175626,19912.12578243739,0.12310433250347691,0.12310433250347691,CollgCr,6,2081,1
Lasso,Actual,161750,149093.60260046576,12656.397399534239,0.07824666089356562,0.07824666089356562,CollgCr,6,2081,1
Lasso,Log,161750,145176.10206151142,16573.897938488575,0.10246613872326785,0.10246613872326785,CollgCr,6,2081,1
Ridge,Actual,134450,140640.1705930491,-6190.170593049086,-0.04604068868017171,0.04604068868017171,NAmes,5,2306,1
Ridge,Log,134450,137358.78582619436,-2908.785826194362,-0.021634703058344085,0.021634703058344085,NAmes,5,2306,1
Lasso,Actual,134450,136166.40918850043,-1716.409188500431,-0.012766152387507853,0.012766152387507853,NAmes,5,2306,1
Lasso,Log,134450,133419.94391567362,1030.056084326381,0.007661257600047461,0.007661257600047461,NAmes,5,2306,1
Ridge,Actual,210000,232184.36633264433,-22184.366332644335,-0.10563983967925873,0.10563983967925873,CollgCr,7,2872,1
Ridge,Log,210000,215516.42876980084,-5516.428769800841,-0.026268708427623053,0.026268708427623053,CollgCr,7,2872,1
Lasso,Actual,210000,230192.849513314,-20192.849513313995,-0.09615642625387617,0.09615642625387617,CollgCr,7,2872,1
Lasso,Log,210000,211782.2331414119,-1782.2331414119108,-0.00848682448291386,0.00848682448291386,CollgCr,7,2872,1
Ridge,Actual,107000,82191.31822256185,24808.68177743815,0.23185683904147802,0.23185683904147802,OldTown,4,2014,1
Ridge,Log,107000,93590.88585278983,13409.114147210174,0.12531882380570256,0.12531882380570256,OldTown,4,2014,1
Lasso,Actual,107000,79577.58857905983,27422.411420940174,0.25628421888729136,0.25628421888729136,OldTown,4,2014,1
Lasso,Log,107000,92519.3867489225,14480.613251077506,0.1353328341222197,0.1353328341222197,OldTown,4,2014,1
Ridge,Actual,311500,226290.22105070626,85209.77894929374,0.27354664189179373,0.27354664189179373,Crawfor,7,2752,1
Ridge,Log,311500,224259.85405052238,87240.14594947762,0.28006467399511276,0.28006467399511276,Crawfor,7,2752,1
Lasso,Actual,311500,230084.18737419866,81415.81262580134,0.26136697472167364,0.26136697472167364,Crawfor,7,2752,1
Lasso,Log,311500,222652.38642878033,88847.61357121967,0.2852250836957293,0.2852250836957293,Crawfor,7,2752,1
Ridge,Actual,167240,178305.79147690974,-11065.79147690974,-0.06616713392077099,0.06616713392077099,Blmngtn,7,2496,1
Ridge,Log,167240,170712.73661435815,-3472.7366143581457,-0.020764988126992023,0.020764988126992023,Blmngtn,7,2496,1
Lasso,Actual,167240,177954.35772164806,-10714.357721648063,-0.06406576011509246,0.06406576011509246,Blmngtn,7,2496,1
Lasso,Log,167240,171732.75792289508,-4492.757922895078,-0.026864134913268823,0.026864134913268823,Blmngtn,7,2496,1
Ridge,Actual,204900,214129.64971860248,-9229.649718602479,-0.045044654556381056,0.045044654556381056,CollgCr,7,2996,1
Ridge,Log,204900,201565.13001515975,3334.8699848402466,0.01627559777862492,0.01627559777862492,CollgCr,7,2996,1
Lasso,Actual,204900,211845.8912904432,-6945.891290443193,-0.03389893260343188,0.03389893260343188,CollgCr,7,2996,1
Lasso,Log,204900,200336.5343531206,4563.465646879398,0.02227167226393069,0.02227167226393069,CollgCr,7,2996,1
Ridge,Actual,200000,214070.71239968715,-14070.712399687152,-0.07035356199843576,0.07035356199843576,Gilbert,6,3277,1
Ridge,Log,200000,209184.0260485698,-9184.026048569795,-0.045920130242848974,0.045920130242848974,Gilbert,6,3277,1
Lasso,Actual,200000,212623.44534019835,-12623.445340198348,-0.06311722670099174,0.06311722670099174,Gilbert,6,3277,1
Lasso,Log,200000,209874.45927162384,-9874.45927162384,-0.049372296358119204,0.049372296358119204,Gilbert,6,3277,1
Ridge,Actual,179900,186221.73828509933,-6321.738285099331,-0.03514029063423753,0.03514029063423753,NWAmes,6,2265,1
Ridge,Log,179900,182790.09974216303,-2890.099742163031,-0.01606503469796015,0.01606503469796015,NWAmes,6,2265,1
Lasso,Actual,179900,185649.03717933162,-5749.037179331615,-0.03195684924586779,0.03195684924586779,NWAmes,6,2265,1
Lasso,Log,179900,181658.29785146329,-1758.297851463285,-0.00977375125882871,0.00977375125882871,NWAmes,6,2265,1
Ridge,Actual,97000,113946.71364176659,-16946.71364176659,-0.17470838805944938,0.17470838805944938,NAmes,4,1728,1
Ridge,Log,97000,116495.78688307766,-19495.786883077657,-0.20098749363997584,0.20098749363997584,NAmes,4,1728,1
Lasso,Actual,97000,108248.44935342218,-11248.449353422184,-0.11596339539610499,0.11596339539610499,NAmes,4,1728,1
Lasso,Log,97000,116355.55315874932,-19355.553158749317,-0.19954178514174553,0.19954178514174553,NAmes,4,1728,1
Ridge,Actual,386250,349834.9349060089,36415.065093991114,0.09427848568023589,0.09427848568023589,NridgHt,10,4784,1
Ridge,Log,386250,358035.42702873156,28214.57297126844,0.07304743811331635,0.07304743811331635,NridgHt,10,4784,1
Lasso,Actual,386250,352656.40110519645,33593.59889480355,0.08697371882149788,0.08697371882149788,NridgHt,10,4784,1
Lasso,Log,386250,368738.2934576367,17511.706542363274,0.04533775156598906,0.04533775156598906,NridgHt,10,4784,1
Ridge,Actual,112000,108558.23608477734,3441.763915222662,0.030730034957345196,0.030730034957345196,BrDale,5,1932,1
Ridge,Log,112000,115698.69889325033,-3698.69889325033,-0.03302409726116366,0.03302409726116366,BrDale,5,1932,1
Lasso,Actual,112000,99860.89687360564,12139.103126394359,0.10838484934280677,0.10838484934280677,BrDale,5,1932,1
Lasso,Log,112000,112286.79600135039,-286.7960013503907,-0.0025606785834856316,0.0025606785834856316,BrDale,5,1932,1
Ridge,Actual,290000,272834.6847482776,17165.315251722408,0.05919074224731865,0.05919074224731865,NoRidge,7,3723,1
Ridge,Log,290000,263123.19427460665,26876.80572539335,0.09267864043239087,0.09267864043239087,NoRidge,7,3723,1
Lasso,Actual,290000,271488.0269736134,18511.97302638658,0.06383438974616061,0.06383438974616061,NoRidge,7,3723,1
Lasso,Log,290000,263454.2354034407,26545.764596559282,0.09153711929848028,0.09153711929848028,NoRidge,7,3723,1
Ridge,Actual,106000,109487.46593967263,-3487.4659396726347,-0.03290062207238335,0.03290062207238335,BrDale,6,1470,1
Ridge,Log,106000,115656.82057019863,-9656.82057019863,-0.09110208085093047,0.09110208085093047,BrDale,6,1470,1
Lasso,Actual,106000,108985.89203465877,-2985.8920346587693,-0.02816879277979971,0.02816879277979971,BrDale,6,1470,1
Lasso,Log,106000,115629.24005230101,-9629.240052301015,-0.09084188728585862,0.09084188728585862,BrDale,6,1470,1
Ridge,Actual,125000,110540.69586837316,14459.304131626835,0.11567443305301468,0.11567443305301468,Sawyer,5,1824,1
Ridge,Log,125000,116329.18597756923,8670.814022430772,0.06936651217944617,0.06936651217944617,Sawyer,5,1824,1
Lasso,Actual,125000,110576.61202199705,14423.387978002953,0.11538710382402362,0.11538710382402362,Sawyer,5,1824,1
Lasso,Log,125000,117013.17617019264,7986.823829807356,0.06389459063845884,0.06389459063845884,Sawyer,5,1824,1
Ridge,Actual,192500,206114.51806906107,-13614.518069061072,-0.07072476918992765,0.07072476918992765,Blmngtn,7,2928,1
Ridge,Log,192500,195147.48903665514,-2647.489036655141,-0.013753189800805926,0.013753189800805926,Blmngtn,7,2928,1
Lasso,Actual,192500,203081.08528118217,-10581.085281182168,-0.05496667678536191,0.05496667678536191,Blmngtn,7,2928,1
Lasso,Log,192500,196444.74591539684,-3944.7459153968375,-0.020492186573490064,0.020492186573490064,Blmngtn,7,2928,1
Ridge,Actual,148000,142494.89539928123,5505.104600718769,0.03719665270755925,0.03719665270755925,NAmes,6,2388,1
Ridge,Log,148000,136367.8418218754,11632.158178124606,0.0785956633657068,0.0785956633657068,NAmes,6,2388,1
Lasso,Actual,148000,146135.73586939185,1864.2641306081496,0.012596379260865875,0.012596379260865875,NAmes,6,2388,1
Lasso,Log,148000,139095.2041829116,8904.795817088394,0.06016753930465131,0.06016753930465131,NAmes,6,2388,1
Ridge,Actual,403000,308042.5757228311,94957.42427716887,0.23562636297064238,0.23562636297064238,NoRidge,8,4256,1
Ridge,Log,403000,313207.20710462285,89792.79289537715,0.2228109004848068,0.2228109004848068,NoRidge,8,4256,1
Lasso,Actual,403000,312967.99694383924,90032.00305616076,0.22340447408476616,0.22340447408476616,NoRidge,8,4256,1
Lasso,Log,403000,321712.9222582563,81287.0777417437,0.20170490754775114,0.20170490754775114,NoRidge,8,4256,1
Ridge,Actual,94500,114285.68114391164,-19785.681143911643,-0.20937228723716025,0.20937228723716025,BrDale,6,1470,1
Ridge,Log,94500,118200.23428825819,-23700.234288258187,-0.25079613003447815,0.25079613003447815,BrDale,6,1470,1
Lasso,Actual,94500,112131.7572450323,-17631.757245032306,-0.18657944174637361,0.18657944174637361,BrDale,6,1470,1
Lasso,Log,94500,117782.8087868523,-23282.8087868523,-0.24637892896139998,0.24637892896139998,BrDale,6,1470,1
Ridge,Actual,128200,121373.04452205473,6826.955477945274,0.053252382823286065,0.053252382823286065,CollgCr,5,1788,1
Ridge,Log,128200,129651.72535926933,-1451.7253592693305,-0.011323910758731128,0.011323910758731128,CollgCr,5,1788,1
Lasso,Actual,128200,122885.35638215445,5314.643617845548,0.04145587845433345,0.04145587845433345,CollgCr,5,1788,1
Lasso,Log,128200,130830.82715733215,-2630.8271573321545,-0.02052127267809793,0.02052127267809793,CollgCr,5,1788,1
Ridge,Actual,216500,226076.1182507918,-9576.118250791798,-0.0442314930752508,0.0442314930752508,Gilbert,6,2820,1
Ridge,Log,216500,227783.32942580705,-11283.329425807053,-0.05211699503836976,0.05211699503836976,Gilbert,6,2820,1
Lasso,Actual,216500,221840.84013045856,-5340.840130458557,-0.024669007530986404,0.024669007530986404,Gilbert,6,2820,1
Lasso,Log,216500,225366.40925210944,-8866.409252109443,-0.04095339146470874,0.04095339146470874,Gilbert,6,2820,1
Ridge,Actual,89500,109028.61638576326,-19528.616385763264,-0.21819683112584654,0.21819683112584654,BrDale,6,1470,1
Ridge,Log,89500,104049.5448812293,-14549.544881229303,-0.16256474727630507,0.16256474727630507,BrDale,6,1470,1
Lasso,Actual,89500,110587.33397936185,-21087.33397936185,-0.2356126701604676,0.2356126701604676,BrDale,6,1470,1
Lasso,Log,89500,104090.99518126663,-14590.995181266626,-0.1630278791202975,0.1630278791202975,BrDale,6,1470,1
Ridge,Actual,185500,200445.68991071315,-14945.689910713147,-0.08056975693106817,0.08056975693106817,CollgCr,7,2828,1
Ridge,Log,185500,188955.60635853276,-3455.6063585327647,-0.01862860570637609,0.01862860570637609,CollgCr,7,2828,1
Lasso,Actual,185500,202657.7561698999,-17157.75616989989,-0.09249464242533634,0.09249464242533634,CollgCr,7,2828,1
Lasso,Log,185500,191597.70443256237,-6097.704432562372,-0.03287172200842249,0.03287172200842249,CollgCr,7,2828,1
Ridge,Actual,194500,226218.43975712403,-31718.439757124026,-0.16307681109061195,0.16307681109061195,SawyerW,7,2740,1
Ridge,Log,194500,225851.69976033547,-31351.69976033547,-0.16119125840789444,0.16119125840789444,SawyerW,7,2740,1
Lasso,Actual,194500,220930.41397956698,-26430.413979566976,-0.1358890178898045,0.1358890178898045,SawyerW,7,2740,1
Lasso,Log,194500,219094.99122442194,-24594.991224421945,-0.1264523970407298,0.1264523970407298,SawyerW,7,2740,1
Ridge,Actual,318000,256480.46731571705,61519.53268428295,0.19345764995057532,0.19345764995057532,NridgHt,8,3388,1
Ridge,Log,318000,246699.59277578702,71300.40722421298,0.2242151170572735,0.2242151170572735,NridgHt,8,3388,1
Lasso,Actual,318000,258781.63704134553,59218.36295865447,0.1862212671655801,0.1862212671655801,NridgHt,8,3388,1
Lasso,Log,318000,249401.5231322754,68598.47686772459,0.21571848071611505,0.21571848071611505,NridgHt,8,3388,1
Ridge,Actual,113000,128350.61575293171,-15350.615752931713,-0.1358461571055904,0.1358461571055904,Edwards,6,2222,1
Ridge,Log,113000,122469.5498448343,-9469.549844834299,-0.08380132606048052,0.08380132606048052,Edwards,6,2222,1
Lasso,Actual,113000,135016.41845475964,-22016.418454759638,-0.19483556154654547,0.19483556154654547,Edwards,6,2222,1
Lasso,Log,113000,125615.19565891223,-12615.195658912227,-0.1116388996363914,0.1116388996363914,Edwards,6,2222,1
Ridge,Actual,262500,250018.87858549642,12481.121414503577,0.04754712919810886,0.04754712919810886,Somerst,8,3132,1
Ridge,Log,262500,240621.4125419552,21878.587458044814,0.08334699984017072,0.08334699984017072,Somerst,8,3132,1
Lasso,Actual,262500,251915.24056698126,10584.759433018742,0.04032289307816664,0.04032289307816664,Somerst,8,3132,1
Lasso,Log,262500,240184.04481341442,22315.955186585576,0.0850131626155641,0.0850131626155641,Somerst,8,3132,1
Ridge,Actual,110500,112181.13641523279,-1681.1364152327878,-0.015213904210251475,0.015213904210251475,OldTown,5,1552,0
Ridge,Log,110500,109081.26394829612,1418.736051703876,0.012839240286912905,0.012839240286912905,OldTown,5,1552,0
Lasso,Actual,110500,108361.85152179516,2138.1484782048356,0.01934975998375417,0.01934975998375417,OldTown,5,1552,0
Lasso,Log,110500,110699.63813686062,-199.6381368606235,-0.0018066799715893529,0.0018066799715893529,OldTown,5,1552,0
Ridge,Actual,79000,87596.274426394,-8596.274426393997,-0.10881360033410123,0.10881360033410123,OldTown,5,1980,1
Ridge,Log,79000,94905.76455082001,-15905.764550820008,-0.20133879178253175,0.20133879178253175,OldTown,5,1980,1
Lasso,Actual,79000,91971.2577563141,-12971.257756314095,-0.1641931361558746,0.1641931361558746,OldTown,5,1980,1
Lasso,Log,79000,95076.79922953491,-16076.79922953491,-0.20350378771563177,0.20350378771563177,OldTown,5,1980,1
Ridge,Actual,120000,122574.28930393106,-2574.2893039310584,-0.021452410866092154,0.021452410866092154,SawyerW,6,1843,1
Ridge,Log,120000,132155.64011228425,-12155.64011228425,-0.10129700093570208,0.10129700093570208,SawyerW,6,1843,1
Lasso,Actual,120000,123282.99520277655,-3282.995202776554,-0.027358293356471282,0.027358293356471282,SawyerW,6,1843,1
Lasso,Log,120000,135009.07606716736,-15009.076067167363,-0.12507563389306137,0.12507563389306137,SawyerW,6,1843,1
Ridge,Actual,205000,244101.91395536228,-39101.91395536228,-0.19074104368469405,0.19074104368469405,SawyerW,7,3058,1
Ridge,Log,205000,241596.54425994636,-36596.54425994636,-0.1785197280972993,0.1785197280972993,SawyerW,7,3058,1
Lasso,Actual,205000,245136.13207862727,-40136.13207862727,-0.19578601013964522,0.19578601013964522,SawyerW,7,3058,1
Lasso,Log,205000,243087.93556982,-38087.935569819994,-0.18579480765765852,0.18579480765765852,SawyerW,7,3058,1
Ridge,Actual,241500,232046.0920814214,9453.907918578596,0.039146616640077,0.039146616640077,NWAmes,7,3717,1
Ridge,Log,241500,220977.77987860687,20522.220121393126,0.08497813714862577,0.08497813714862577,NWAmes,7,3717,1
Lasso,Actual,241500,232262.59648424335,9237.403515756654,0.0382501180776673,0.0382501180776673,NWAmes,7,3717,1
Lasso,Log,241500,215667.46576640636,25832.534233593644,0.1069670154600151,0.1069670154600151,NWAmes,7,3717,1
Ridge,Actual,137000,121770.4967472934,15229.503252706607,0.11116425731902632,0.11116425731902632,OldTown,6,2948,1
Ridge,Log,137000,127203.73473772795,9796.265262272049,0.07150558585600035,0.07150558585600035,OldTown,6,2948,1
Lasso,Actual,137000,124389.54607579288,12610.453924207119,0.09204710893581838,0.09204710893581838,OldTown,6,2948,1
Lasso,Log,137000,130084.70628194946,6915.29371805054,0.050476596482120724,0.050476596482120724,OldTown,6,2948,1
Ridge,Actual,140000,154250.21777500736,-14250.21777500736,-0.10178726982148115,0.10178726982148115,NAmes,6,2742,1
Ridge,Log,140000,141039.72208103456,-1039.7220810345607,-0.007426586293104005,0.007426586293104005,NAmes,6,2742,1
Lasso,Actual,140000,158622.51053181288,-18622.510531812877,-0.133017932370092,0.133017932370092,NAmes,6,2742,1
Lasso,Log,140000,145945.547859765,-5945.547859765007,-0.04246819899832148,0.04246819899832148,NAmes,6,2742,1
Ridge,Actual,180000,208954.43702896454,-28954.437028964545,-0.16085798349424746,0.16085798349424746,CollgCr,7,2508,1
Ridge,Log,180000,198123.65179245183,-18123.651792451827,-0.10068695440251015,0.10068695440251015,CollgCr,7,2508,1
Lasso,Actual,180000,208696.75328294528,-28696.753282945283,-0.1594264071274738,0.1594264071274738,CollgCr,7,2508,1
Lasso,Log,180000,196375.38440022376,-16375.38440022376,-0.0909743577790209,0.0909743577790209,CollgCr,7,2508,1
Ridge,Actual,277000,279273.8829203228,-2273.8829203228233,-0.008208963611273731,0.008208963611273731,ClearCr,6,3588,1
Ridge,Log,277000,276339.1262122628,660.8737877372187,0.002385825948509815,0.002385825948509815,ClearCr,6,3588,1
Lasso,Actual,277000,275571.9395366664,1428.0604633336188,0.005155452936222451,0.005155452936222451,ClearCr,6,3588,1
Lasso,Log,277000,264556.1363802807,12443.863619719283,0.044923695378047954,0.044923695378047954,ClearCr,6,3588,1
Ridge,Actual,76500,69513.95843277134,6986.041567228662,0.09132080480037466,0.09132080480037466,BrkSide,3,2034,0
Ridge,Log,76500,76859.80375623252,-359.80375623251894,-0.004703317074934888,0.004703317074934888,BrkSide,3,2034,0
Lasso,Actual,76500,65914.00990362982,10585.99009637018,0.13837895550810694,0.13837895550810694,BrkSide,3,2034,0
Lasso,Log,76500,77348.44906622707,-848.4490662270691,-0.011090837467020512,0.011090837467020512,BrkSide,3,2034,0
Ridge,Actual,235000,260844.40116009925,-25844.401160099253,-0.10997617514935852,0.10997617514935852,Crawfor,8,3198,1
Ridge,Log,235000,250648.2734008665,-15648.273400866514,-0.0665883974504958,0.0665883974504958,Crawfor,8,3198,1
Lasso,Actual,235000,260346.58830627654,-25346.588306276535,-0.10785782257990015,0.10785782257990015,Crawfor,8,3198,1
Lasso,Log,235000,242194.72708535357,-7194.727085353574,-0.030615859937674784,0.030615859937674784,Crawfor,8,3198,1
Ridge,Actual,173000,182159.67265703226,-9159.672657032264,-0.05294608472272985,0.05294608472272985,SawyerW,6,2438,1
Ridge,Log,173000,176530.36833190618,-3530.368331906182,-0.020406753363619547,0.020406753363619547,SawyerW,6,2438,1
Lasso,Actual,173000,180380.7703339154,-7380.770333915396,-0.04266341233477108,0.04266341233477108,SawyerW,6,2438,1
Lasso,Log,173000,174828.75652317965,-1828.756523179647,-0.010570846954795647,0.010570846954795647,SawyerW,6,2438,1
Ridge,Actual,158000,158074.26563474262,-74.26563474262366,-0.00047003566292799786,0.00047003566292799786,NAmes,6,2604,1
Ridge,Log,158000,158307.888488361,-307.8884883610008,-0.0019486613187405114,0.0019486613187405114,NAmes,6,2604,1
Lasso,Actual,158000,154753.5493035606,3246.450696439395,0.02054715630657845,0.02054715630657845,NAmes,6,2604,1
Lasso,Log,158000,152057.10870174316,5942.891298256844,0.03761323606491673,0.03761323606491673,NAmes,6,2604,1
Ridge,Actual,145000,136959.46588080583,8040.53411919417,0.05545195944271841,0.05545195944271841,NAmes,5,2628,1
Ridge,Log,145000,131999.26186949565,13000.738130504353,0.08966026296899554,0.08966026296899554,NAmes,5,2628,1
Lasso,Actual,145000,138356.16472729822,6643.835272701777,0.045819553604839844,0.045819553604839844,NAmes,5,2628,1
Lasso,Log,145000,133398.28329769798,11601.716702302016,0.0800118393262208,0.0800118393262208,NAmes,5,2628,1
Ridge,Actual,230000,238213.18046971838,-8213.180469718383,-0.0357094803031234,0.0357094803031234,Gilbert,7,3266,1
Ridge,Log,230000,228890.43828040417,1109.561719595833,0.0048241813895471,0.0048241813895471,Gilbert,7,3266,1
Lasso,Actual,230000,238587.4471448713,-8587.447144871287,-0.03733672671683168,0.03733672671683168,Gilbert,7,3266,1
Lasso,Log,230000,229645.0721830788,354.9278169212048,0.0015431644213965425,0.0015431644213965425,Gilbert,7,3266,1
Ridge,Actual,207500,199310.1257959209,8189.874204079097,0.039469273272670344,0.039469273272670344,Somerst,6,2592,1
Ridge,Log,207500,187013.53495154806,20486.465048451937,0.09872995204073223,0.09872995204073223,Somerst,6,2592,1
Lasso,Actual,207500,193518.1619114594,13981.838088540593,0.06738235223393058,0.06738235223393058,Somerst,6,2592,1
Lasso,Log,207500,182200.01358703518,25299.98641296482,0.12192764536368587,0.12192764536368587,Somerst,6,2592,1
Ridge,Actual,220000,254028.59916549776,-34028.599165497755,-0.15467545075226252,0.15467545075226252,CollgCr,7,3208,1
Ridge,Log,220000,247290.10016754,-27290.10016753999,-0.12404590985245449,0.12404590985245449,CollgCr,7,3208,1
Lasso,Actual,220000,246315.64259131817,-26315.642591318174,-0.11961655723326442,0.11961655723326442,CollgCr,7,3208,1
Lasso,Log,220000,235391.98693967782,-15391.986939677823,-0.06996357699853556,0.06996357699853556,CollgCr,7,3208,1
Ridge,Actual,231500,227582.6368442058,3917.3631557942135,0.01692165510062295,0.01692165510062295,CollgCr,7,2755,1
Ridge,Log,231500,220823.039646125,10676.960353875009,0.04612077906641473,0.04612077906641473,CollgCr,7,2755,1
Lasso,Actual,231500,220609.62488708878,10890.37511291122,0.04704265707521046,0.04704265707521046,CollgCr,7,2755,1
Lasso,Log,231500,212812.80670222273,18687.193297777267,0.08072221726901627,0.08072221726901627,CollgCr,7,2755,1
Ridge,Actual,97000,89221.40327985008,7778.596720149915,0.08019171876443211,0.08019171876443211,OldTown,5,882,1
Ridge,Log,97000,94500.84282702641,2499.157172973588,0.02576450693787204,0.02576450693787204,OldTown,5,882,1
Lasso,Actual,97000,89797.69313821191,7202.306861788093,0.07425058620400095,0.07425058620400095,OldTown,5,882,1
Lasso,Log,97000,98643.40856161207,-1643.408561612072,-0.016942356305279092,0.016942356305279092,OldTown,5,882,1
Ridge,Actual,176000,183096.67771945492,-7096.677719454921,-0.040322032496902964,0.040322032496902964,NAmes,6,2744,1
Ridge,Log,176000,163054.78554798302,12945.214452016982,0.07355235484100558,0.07355235484100558,NAmes,6,2744,1
Lasso,Actual,176000,178357.25808724295,-2357.2580872429535,-0.013393511859334963,0.013393511859334963,NAmes,6,2744,1
Lasso,Log,176000,159709.16833346404,16290.83166653596,0.0925615435598634,0.0925615435598634,NAmes,6,2744,1
Ridge,Actual,276000,301927.2363185697,-25927.23631856969,-0.09393926202380322,0.09393926202380322,CollgCr,8,4056,1
Ridge,Log,276000,302597.83505657857,-26597.835056578566,-0.09636896759629915,0.09636896759629915,CollgCr,8,4056,1
Lasso,Actual,276000,298425.19786085014,-22425.197860850138,-0.08125071688713818,0.08125071688713818,CollgCr,8,4056,1
Lasso,Log,276000,302403.664283807,-26403.664283806982,-0.09566545030364848,0.09566545030364848,CollgCr,8,4056,1
Ridge,Actual,151000,170347.1923252833,-19347.192325283308,-0.12812710149194242,0.12812710149194242,Sawyer,6,1718,1
Ridge,Log,151000,174514.56668127028,-23514.566681270284,-0.15572560716073036,0.15572560716073036,Sawyer,6,1718,1
Lasso,Actual,151000,173744.49334278546,-22744.493342785456,-0.150625783727056,0.150625783727056,Sawyer,6,1718,1
Lasso,Log,151000,175940.5341274039,-24940.534127403895,-0.16516910018148276,0.16516910018148276,Sawyer,6,1718,1
Ridge,Actual,130000,139558.05070779333,-9558.050707793329,-0.0735234669830256,0.0735234669830256,OldTown,5,1852,1
Ridge,Log,130000,139067.70701480014,-9067.707014800137,-0.06975159242153951,0.06975159242153951,OldTown,5,1852,1
Lasso,Actual,130000,140211.52869027003,-10211.528690270032,-0.07855022069438486,0.07855022069438486,OldTown,5,1852,1
Lasso,Log,130000,136914.8756767513,-6914.875676751311,-0.05319135135962547,0.05319135135962547,OldTown,5,1852,1
Ridge,Actual,73000,103538.79808121125,-30538.79808121125,-0.41833969974261986,0.41833969974261986,OldTown,5,1444,1
Ridge,Log,73000,107563.93338052371,-34563.93338052371,-0.4734785394592289,0.4734785394592289,OldTown,5,1444,1
Lasso,Actual,73000,103292.34349775311,-30292.343497753114,-0.41496360955826184,0.41496360955826184,OldTown,5,1444,1
Lasso,Log,73000,106894.56348837329,-33894.563488373286,-0.4643090888818258,0.4643090888818258,OldTown,5,1444,1
Ridge,Actual,175500,202028.87180292848,-26528.87180292848,-0.15116166269474918,0.15116166269474918,NWAmes,6,2844,1
Ridge,Log,175500,187242.95365089033,-11742.953650890326,-0.06691141681418988,0.06691141681418988,NWAmes,6,2844,1
Lasso,Actual,175500,194598.03228128105,-19098.03228128105,-0.10882069675943618,0.10882069675943618,NWAmes,6,2844,1
Lasso,Log,175500,182631.97116156277,-7131.971161562775,-0.04063801231659701,0.04063801231659701,NWAmes,6,2844,1
Ridge,Actual,185000,202594.6691218204,-17594.669121820392,-0.09510631957740752,0.09510631957740752,Gilbert,6,2313,1
Ridge,Log,185000,197444.93630350998,-12444.936303509981,-0.06726992596491882,0.06726992596491882,Gilbert,6,2313,1
Lasso,Actual,185000,197604.6588226408,-12604.658822640806,-0.06813329093319355,0.06813329093319355,Gilbert,6,2313,1
Lasso,Log,185000,191437.87504724247,-6437.875047242473,-0.03479932457968904,0.03479932457968904,Gilbert,6,2313,1
Ridge,Actual,179500,169758.6516254923,9741.34837450771,0.05426935027580897,0.05426935027580897,SWISU,5,2492,1
Ridge,Log,179500,173288.74597664992,6211.254023350077,0.03460308648105892,0.03460308648105892,SWISU,5,2492,1
Lasso,Actual,179500,164749.23460787395,14750.76539212605,0.08217696597284707,0.08217696597284707,SWISU,5,2492,1
Lasso,Log,179500,164148.44663385572,15351.553366144275,0.08552397418464777,0.08552397418464777,SWISU,5,2492,1
Ridge,Actual,120500,104008.91134801805,16491.088651981947,0.13685550748532735,0.13685550748532735,IDOTRR,5,1518,1
Ridge,Log,120500,109104.39670331951,11395.603296680492,0.09456932196415346,0.09456932196415346,IDOTRR,5,1518,1
Lasso,Actual,120500,94164.36776872518,26335.632231274823,0.2185529645748948,0.2185529645748948,IDOTRR,5,1518,1
Lasso,Log,120500,106540.478676426,13959.521323573994,0.11584664998816592,0.11584664998816592,IDOTRR,5,1518,1
Ridge,Actual,148000,179162.4687163507,-31162.468716350704,-0.2105572210564237,0.2105572210564237,Edwards,6,2256,1
Ridge,Log,148000,174854.9123983523,-26854.912398352288,-0.18145211079967763,0.18145211079967763,Edwards,6,2256,1
Lasso,Actual,148000,171749.46553672774,-23749.465536727745,-0.16046936173464693,0.16046936173464693,Edwards,6,2256,1
Lasso,Log,148000,167645.88280515285,-19645.882805152854,-0.13274245138616794,0.13274245138616794,Edwards,6,2256,1
Ridge,Actual,266000,264526.33801039984,1473.6619896001648,0.005540082667669793,0.005540082667669793,Somerst,8,3034,1
Ridge,Log,266000,267084.6624899841,-1084.6624899841263,-0.004077678533774911,0.004077678533774911,Somerst,8,3034,1
Lasso,Actual,266000,261610.12235039205,4389.877649607952,0.01650329943461636,0.01650329943461636,Somerst,8,3034,1
